,business_id,name,address,city,state,postal_code,latitude,longitude,stars,review_count,is_open,attributes,categories,hours
83539,a2AeLWy4Fi7XOOyOY7PLig,Roscoe's Tacos,"6845 Bluff Rd, Ste 22",Indianapolis,IN,46217,39.6643192092,-86.1816449819,3.0,44,0,"{'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'BikeParking': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'Alcohol': ""u'none'"", 'RestaurantsTakeOut': 'True', 'DriveThru': 'False', 'RestaurantsPriceRange2': '1', 'RestaurantsReservations': 'False', 'RestaurantsTableService': 'False', 'NoiseLevel': ""u'average'"", 'RestaurantsAttire': ""'casual'"", 'BusinessAcceptsCreditCards': 'True', 'OutdoorSeating': 'True', 'WiFi': ""'no'"", 'RestaurantsGoodForGroups': 'True', 'GoodForKids': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': None, 'valet': False}"", 'HasTV': 'True', 'RestaurantsDelivery': 'None'}","Fast Food, Mexican, Tex-Mex, Restaurants","{'Monday': '10:30-22:0', 'Tuesday': '10:30-22:0', 'Wednesday': '10:30-22:0', 'Thursday': '10:30-22:0', 'Friday': '10:30-22:0', 'Saturday': '10:30-22:0', 'Sunday': '10:30-22:0'}"
114738,8PDzmzcYHoMjpYh1GKj0bw,Pasta Pantry & Trattoria,101 Granada Boulevard,Sherwood Park,AB,T8A 4W2,53.5290211641,-113.289644867,4.0,59,1,"{'Alcohol': ""u'full_bar'"", 'NoiseLevel': ""u'average'"", 'RestaurantsGoodForGroups': 'True', 'HasTV': 'True', 'GoodForKids': 'True', 'RestaurantsPriceRange2': '2', 'RestaurantsDelivery': 'True', 'Caters': 'True', 'BikeParking': 'True', 'WiFi': ""u'free'"", 'RestaurantsReservations': 'True', 'OutdoorSeating': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsTakeOut': 'True', 'RestaurantsAttire': ""u'casual'"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'DogsAllowed': 'False'}","Delis, Gluten-Free, Restaurants, Sandwiches, Italian","{'Monday': '11:0-20:0', 'Tuesday': '11:0-20:0', 'Wednesday': '11:0-20:0', 'Thursday': '11:0-20:0', 'Friday': '11:0-20:0', 'Saturday': '11:0-20:0', 'Sunday': '11:0-20:0'}"
44998,5hDmb5miEAhQ9JcgZnVzWQ,JD McGillicuddy's,211 E 2nd St,Essington,PA,19029,39.8623079,-75.2982925,4.0,38,1,"{'BusinessAcceptsCreditCards': 'True', 'RestaurantsAttire': ""u'casual'"", 'ByAppointmentOnly': 'False', 'WiFi': ""u'free'"", 'OutdoorSeating': 'False', 'Music': ""{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': True, 'video': False, 'karaoke': False}"", 'Caters': 'True', 'Alcohol': ""u'full_bar'"", 'RestaurantsGoodForGroups': 'True', 'RestaurantsReservations': 'False', 'GoodForKids': 'False', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': None, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': None}"", 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}"", 'GoodForMeal': ""{'dessert': None, 'latenight': True, 'lunch': None, 'dinner': None, 'brunch': None, 'breakfast': None}"", 'BikeParking': 'False', 'RestaurantsDelivery': 'True', 'RestaurantsPriceRange2': '1', 'NoiseLevel': ""'average'"", 'BestNights': ""{'monday': False, 'tuesday': False, 'friday': True, 'wednesday': False, 'thursday': True, 'sunday': False, 'saturday': True}"", 'GoodForDancing': 'True', 'RestaurantsTakeOut': 'True', 'HasTV': 'True'}","Restaurants, American (Traditional), Nightlife, Bars","{'Monday': '11:0-2:0', 'Tuesday': '11:0-2:0', 'Wednesday': '11:0-2:0', 'Thursday': '11:0-2:0', 'Friday': '11:0-2:0', 'Saturday': '11:0-2:0', 'Sunday': '11:0-2:0'}"
71411,ZZQzt65614oon6yfokjRIA,Bon Zanmi Haitian Cuisine,14601 N Nebraska Ave,Tampa,FL,33613,28.0806110071,-82.4510520367,4.5,29,1,"{'DogsAllowed': 'False', 'WheelchairAccessible': 'True', 'RestaurantsGoodForGroups': 'False', 'RestaurantsTakeOut': 'True', 'RestaurantsTableService': 'True', 'OutdoorSeating': 'False', 'RestaurantsAttire': ""'casual'"", 'ByAppointmentOnly': 'False', 'HasTV': 'True', 'BusinessAcceptsBitcoin': 'False', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}"", 'RestaurantsDelivery': 'False', 'GoodForKids': 'True', 'BikeParking': 'True', 'Caters': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'BusinessAcceptsCreditCards': 'True', 'Alcohol': ""'none'"", 'WiFi': ""u'free'"", 'RestaurantsPriceRange2': '2', 'RestaurantsReservations': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': False}""}","Haitian, Caribbean, Bakeries, Food, Restaurants","{'Monday': '11:0-21:0', 'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-21:0', 'Saturday': '11:0-21:0', 'Sunday': '11:0-19:0'}"
137405,4GMHypXwSyX792Q6p4qLeQ,Aqui Con El Nene,1570 W Grant Rd,Tucson,AZ,85745,32.251031,-111.0000468,4.5,34,0,"{'RestaurantsReservations': 'False', 'OutdoorSeating': 'True', 'RestaurantsDelivery': 'False', 'HasTV': 'False', 'GoodForKids': 'True', 'RestaurantsTakeOut': 'True', 'RestaurantsAttire': ""'casual'"", 'RestaurantsGoodForGroups': 'True', 'Caters': 'False', 'RestaurantsTableService': 'False', 'RestaurantsPriceRange2': '1', 'BusinessAcceptsBitcoin': 'False', 'Alcohol': ""u'none'"", 'DogsAllowed': 'False', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'BusinessAcceptsCreditCards': 'True', 'WheelchairAccessible': 'True', 'BikeParking': 'False', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}"", 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'NoiseLevel': ""'average'"", 'WiFi': ""'no'""}","Hot Dogs, Tacos, Mexican, Restaurants","{'Monday': '10:0-22:0', 'Tuesday': '10:0-22:0', 'Wednesday': '10:0-22:0', 'Thursday': '10:0-22:0', 'Friday': '10:0-22:0', 'Saturday': '10:0-22:0'}"
16393,J62Fs9lhPGYRJR3vawE4UQ,Auspicious Chinese Restaurant,11 Cricket Ave,Ardmore,PA,19003,40.007405,-75.290976,3.0,29,0,"{'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'RestaurantsAttire': ""'casual'"", 'Corkage': 'False', 'OutdoorSeating': 'False', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsReservations': 'True', 'BYOBCorkage': ""'yes_free'"", 'RestaurantsTakeOut': 'True', 'RestaurantsDelivery': 'True', 'RestaurantsGoodForGroups': 'True', 'BusinessAcceptsCreditCards': 'True', 'GoodForKids': 'True', 'Alcohol': ""'none'"", 'RestaurantsPriceRange2': '2', 'HasTV': 'False', 'NoiseLevel': ""u'very_loud'""}","Chinese, Restaurants",
25654,21GtTj_PGjr_HPtQc0ZEvg,Papa John's Pizza,21 Stonegate Center,Valley Park,MO,63088,38.5668628,-90.4946595,2.5,12,1,"{'RestaurantsTakeOut': 'True', 'RestaurantsDelivery': 'True', 'GoodForKids': 'True', 'RestaurantsReservations': 'False', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsGoodForGroups': 'True', 'RestaurantsPriceRange2': '1', 'HasTV': 'False', 'OutdoorSeating': 'False', 'Alcohol': ""u'none'"", 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsAttire': ""'casual'"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'WiFi': ""u'no'"", 'Caters': 'True'}","Food Delivery Services, Pizza, Restaurants, Food","{'Monday': '0:0-0:0', 'Tuesday': '10:0-0:0', 'Wednesday': '10:0-0:0', 'Thursday': '10:0-0:0', 'Friday': '10:0-1:0', 'Saturday': '10:0-1:0', 'Sunday': '10:0-21:0'}"
136784,etK5pTCprPuKJCtiU-iLKw,Darling's Coffeehouse & Cheesecake,404 S 20th St,Philadelphia,PA,19146,39.9465979,-75.17476,4.0,25,0,"{'OutdoorSeating': 'True', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'WiFi': ""u'free'"", 'RestaurantsPriceRange2': '1'}","Coffee & Tea, Restaurants, Desserts, Food","{'Monday': '7:0-19:0', 'Tuesday': '7:0-19:0', 'Thursday': '7:0-19:0', 'Friday': '7:0-19:0', 'Saturday': '8:0-19:0', 'Sunday': '9:0-17:0'}"
90308,Jdmm7EwLJT-H0uBJrAEBEg,Big Bob's Smoke' n Racks BBQ,2591 Haddonfield Rd,Pennsauken,NJ,08110,39.973688,-75.02286,4.0,12,0,"{'Caters': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'Alcohol': ""u'full_bar'"", 'RestaurantsTakeOut': 'True', 'HasTV': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'WiFi': ""u'no'"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '2', 'OutdoorSeating': 'True', 'NoiseLevel': ""u'average'"", 'RestaurantsAttire': ""u'casual'"", 'RestaurantsDelivery': 'False', 'GoodForKids': 'True', 'RestaurantsReservations': 'True', 'RestaurantsGoodForGroups': 'True'}","Burgers, Restaurants, Food, Barbeque","{'Tuesday': '11:30-21:0', 'Wednesday': '11:30-21:0', 'Thursday': '11:30-21:0', 'Friday': '11:30-21:0', 'Saturday': '11:30-21:0', 'Sunday': '11:30-21:0'}"
20671,N9g4lGJbzQzJCUf6AF7d7Q,Fork & Function on Central,2442 Central Ave,Indianapolis,IN,46205,39.80263,-86.1498519033,5.0,21,1,"{'Caters': 'True', 'RestaurantsPriceRange2': '1', 'BusinessAcceptsBitcoin': 'False', 'BusinessAcceptsCreditCards': 'True', 'BikeParking': 'True', 'WheelchairAccessible': 'True', 'RestaurantsTakeOut': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsDelivery': 'True', 'WiFi': ""u'free'"", 'OutdoorSeating': 'True'}","Bakeries, Food Delivery Services, Cafes, Coffee & Tea, Juice Bars & Smoothies, Food, Restaurants","{'Monday': '7:0-14:0', 'Tuesday': '7:0-14:0', 'Wednesday': '7:0-14:0', 'Thursday': '7:0-14:0', 'Friday': '7:0-14:0', 'Saturday': '8:0-14:0'}"
40061,jOXGj1JVz73P7YWHpIHlPQ,Grecian Delights,1362 Naamans Creek Rd,Bethel,PA,19060,39.8396414,-75.4961087,4.0,16,1,"{'RestaurantsPriceRange2': '1', 'RestaurantsGoodForGroups': 'False', 'RestaurantsDelivery': 'False', 'RestaurantsReservations': 'False', 'GoodForKids': 'True', 'RestaurantsAttire': ""'casual'"", 'Caters': 'True', 'BikeParking': 'False', 'OutdoorSeating': 'False', 'BusinessAcceptsCreditCards': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsTakeOut': 'True', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", 'WiFi': ""u'no'"", 'Alcohol': ""u'none'"", 'NoiseLevel': ""u'average'"", 'HasTV': 'True'}","Farmers Market, Food Stands, Food, Delis, Sandwiches, Restaurants, Greek, Mediterranean","{'Friday': '9:0-21:0', 'Saturday': '9:0-20:0'}"
44612,iTvq1gPf62A-z1Axu8elvw,Casablanca Moroccan Restaurant,7557 Haverford Ave,Philadelphia,PA,19151,39.9797496,-75.2681183,3.5,16,0,"{'BusinessAcceptsCreditCards': 'True', 'Alcohol': ""u'full_bar'"", 'RestaurantsGoodForGroups': 'True', 'RestaurantsAttire': ""u'casual'"", 'RestaurantsReservations': 'True', 'RestaurantsTakeOut': 'False', 'RestaurantsDelivery': 'False', 'OutdoorSeating': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsPriceRange2': '2', 'GoodForKids': 'True', 'HasTV': 'False'}","Moroccan, Restaurants",
135603,BQUsaSqj4Fs1KZpPWZjaSA,McAlister's Deli,4000 Lemay Ferry Rd,Saint Louis,MO,63125,38.5054089744,-90.3258262793,3.0,41,1,"{'GoodForKids': 'True', 'RestaurantsAttire': ""u'casual'"", 'RestaurantsPriceRange2': '1', 'BusinessAcceptsCreditCards': 'True', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}"", 'Alcohol': ""'none'"", 'RestaurantsGoodForGroups': 'True', 'RestaurantsTakeOut': 'True', 'WiFi': ""u'free'"", 'HappyHour': 'False', 'ByAppointmentOnly': 'False', 'NoiseLevel': ""'average'"", 'Caters': 'True', 'BikeParking': 'False', 'RestaurantsTableService': 'False', 'GoodForMeal': 'None', 'CoatCheck': 'False', 'RestaurantsReservations': 'True', 'OutdoorSeating': 'True', 'BusinessParking': ""{'garage': None, 'street': False, 'validated': None, 'lot': True, 'valet': False}"", 'RestaurantsDelivery': 'True', 'HasTV': 'True'}","Sandwiches, Salad, Restaurants, Delis","{'Monday': '10:30-19:0', 'Tuesday': '10:30-19:0', 'Wednesday': '10:30-19:0', 'Thursday': '10:30-19:0', 'Friday': '10:30-19:0', 'Saturday': '10:30-19:0', 'Sunday': '10:30-19:0'}"
30155,Sxq7qfoanpOcFugTwDGATw,Rarest,834 Chestnut St,Philadelphia,PA,19107,39.949365,-75.1551425,4.0,31,0,"{'RestaurantsTableService': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'RestaurantsAttire': ""'casual'"", 'CoatCheck': 'False', 'Alcohol': ""u'full_bar'"", 'Music': ""{'dj': False, 'background_music': True, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}"", 'GoodForKids': 'False', 'HappyHour': 'True', 'RestaurantsPriceRange2': '2', 'RestaurantsGoodForGroups': 'True', 'Smoking': ""u'no'"", 'HasTV': 'True', 'RestaurantsDelivery': 'False', 'GoodForDancing': 'False', 'RestaurantsReservations': 'True', 'BusinessAcceptsCreditCards': 'True', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}""}","Nightlife, Restaurants, Bars, American (New)","{'Monday': '17:0-0:0', 'Tuesday': '17:0-0:0', 'Wednesday': '17:0-0:0', 'Thursday': '17:0-0:0', 'Friday': '17:0-1:0', 'Saturday': '17:0-1:0'}"
98017,86Zz4Bysrm6GIBpci955wQ,George & Sons' Seafood Market,1216 Old Lancaster Pike,Hockessin,DE,19707,39.78695,-75.695509,4.0,88,1,"{'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}"", 'Caters': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'RestaurantsPriceRange2': '2', 'GoodForKids': 'True', 'BikeParking': 'True', 'RestaurantsReservations': 'True', 'NoiseLevel': ""u'average'"", 'WiFi': ""u'free'"", 'OutdoorSeating': 'True', 'RestaurantsAttire': ""u'casual'"", 'RestaurantsGoodForGroups': 'False', 'HasTV': 'True', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': None, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}"", 'DogsAllowed': 'False', 'RestaurantsTakeOut': 'True', 'Alcohol': ""u'beer_and_wine'"", 'RestaurantsDelivery': 'None'}","Live/Raw Food, Seafood Markets, Food, Seafood, Specialty Food, Restaurants, American (New)","{'Tuesday': '10:0-20:0', 'Wednesday': '10:0-20:0', 'Thursday': '10:0-20:0', 'Friday': '10:0-20:0', 'Saturday': '10:0-20:0', 'Sunday': '10:0-16:0'}"
31327,tEn81PGPbEUpp2dja3iQqg,The Egg Connection,3114 E Fort Lowell Rd,Tucson,AZ,85716,32.264418,-110.926089,3.5,132,1,"{'Caters': 'False', 'NoiseLevel': ""u'average'"", 'WiFi': ""u'no'"", 'RestaurantsGoodForGroups': 'True', 'BusinessAcceptsCreditCards': 'True', 'BikeParking': 'True', 'RestaurantsReservations': 'True', 'GoodForKids': 'True', 'RestaurantsAttire': ""u'casual'"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsPriceRange2': '1', 'OutdoorSeating': 'False', 'Alcohol': ""u'none'"", 'RestaurantsTakeOut': 'True', 'ByAppointmentOnly': 'False', 'DogsAllowed': 'False', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': None, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': None, 'dinner': False, 'brunch': True, 'breakfast': True}"", 'RestaurantsDelivery': 'True', 'HasTV': 'True', 'HappyHour': 'False'}","Restaurants, Breakfast & Brunch","{'Monday': '6:0-13:30', 'Tuesday': '6:0-13:30', 'Wednesday': '6:0-13:30', 'Thursday': '6:0-13:30', 'Friday': '6:0-13:30', 'Saturday': '6:0-13:0', 'Sunday': '6:0-13:0'}"
82546,51Fo_uY52A5oaI8YTHU5yg,Trolley Square Oyster House,1707 Delaware Ave,Wilmington,DE,19806,39.75843725,-75.56270088,4.0,172,1,"{'RestaurantsGoodForGroups': 'True', 'CoatCheck': 'False', 'WiFi': ""'free'"", 'WheelchairAccessible': 'False', 'RestaurantsReservations': 'True', 'BikeParking': 'True', 'RestaurantsDelivery': 'False', 'Smoking': ""u'outdoor'"", 'GoodForDancing': 'False', 'RestaurantsPriceRange2': '2', 'GoodForKids': 'False', 'HasTV': 'True', 'HappyHour': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'Music': ""{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': True, 'video': False, 'karaoke': False}"", 'BestNights': ""{'monday': False, 'tuesday': False, 'friday': False, 'wednesday': False, 'thursday': False, 'sunday': False, 'saturday': False}"", 'RestaurantsAttire': ""'casual'"", 'RestaurantsTableService': 'True', 'Ambience': ""{'touristy': False, 'hipster': True, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': True, 'upscale': False, 'classy': True, 'casual': True}"", 'BusinessAcceptsCreditCards': 'True', 'OutdoorSeating': 'True', 'Alcohol': ""'full_bar'"", 'RestaurantsTakeOut': 'True', 'GoodForMeal': ""{u'breakfast': False, u'brunch': True, u'lunch': True, u'dinner': True, u'latenight': None, u'dessert': False}"", 'NoiseLevel': ""u'average'""}","Nightlife, Sports Bars, Seafood, Breakfast & Brunch, Bars, Sandwiches, Restaurants","{'Tuesday': '16:0-1:0', 'Wednesday': '16:0-1:0', 'Thursday': '16:0-1:0', 'Friday': '16:0-1:0', 'Saturday': '12:0-1:0', 'Sunday': '12:0-22:0'}"
77022,8n2x93ZQ86yK-NGGJ_1Gng,Wing Boyz,4990 E Busch Blvd,Tampa,FL,33617,28.0331754,-82.4020048,4.5,5,1,"{'BusinessAcceptsCreditCards': 'True', 'RestaurantsTakeOut': 'True', 'Alcohol': ""u'none'"", 'Corkage': 'False', 'WiFi': ""u'no'"", 'HasTV': 'False', 'Caters': 'True', 'BYOB': 'False', 'RestaurantsTableService': 'False', 'WheelchairAccessible': 'True', 'RestaurantsDelivery': 'True', 'BikeParking': 'True', 'OutdoorSeating': 'False'}","Restaurants, American (Traditional), Chicken Wings","{'Monday': '11:0-20:0', 'Tuesday': '11:0-20:0', 'Wednesday': '11:0-20:0', 'Thursday': '11:0-20:0', 'Friday': '11:0-20:0', 'Saturday': '11:0-20:0', 'Sunday': '11:0-20:0'}"
5143,NOPk3f5TedR-fw9HO4VJlQ,Athenian Restaurant,6824 Torresdale Ave,Philadelphia,PA,19135,40.0259565956,-75.0442917475,4.0,27,1,"{'HasTV': 'True', 'GoodForKids': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'NoiseLevel': ""'average'"", 'Alcohol': ""'none'"", 'OutdoorSeating': 'False', 'RestaurantsPriceRange2': '1', 'BusinessAcceptsCreditCards': 'False', 'RestaurantsGoodForGroups': 'True', 'RestaurantsAttire': ""'casual'"", 'RestaurantsTakeOut': 'True', 'RestaurantsReservations': 'False', 'BikeParking': 'False', 'WiFi': ""'no'"", 'Ambience': ""{u'divey': False, u'hipster': False, u'casual': True, u'touristy': False, u'trendy': False, u'intimate': False, u'romantic': False, u'classy': False, u'upscale': False}"", 'GoodForMeal': ""{'dessert': None, 'latenight': None, 'lunch': None, 'dinner': None, 'brunch': True, 'breakfast': True}"", 'RestaurantsDelivery': 'True'}","Food, American (New), Diners, Restaurants, American (Traditional)","{'Monday': '6:0-18:30', 'Tuesday': '6:0-18:30', 'Wednesday': '6:0-18:30', 'Thursday': '6:0-18:30', 'Friday': '6:0-19:0', 'Saturday': '6:0-19:0', 'Sunday': '6:0-18:30'}"
11405,vcyyzUqEiCTSrFmHgqvxpg,SALERNO'S Ristorante & Pizzeria,6500-02 Rising Sun Ave,Philadelphia,PA,19111,40.0512797,-75.0943052,4.0,44,1,"{'RestaurantsAttire': ""u'casual'"", 'Alcohol': ""u'none'"", 'Caters': 'True', 'RestaurantsGoodForGroups': 'True', 'BusinessAcceptsCreditCards': 'True', 'WiFi': ""'no'"", 'RestaurantsDelivery': 'True', 'BikeParking': 'False', 'OutdoorSeating': 'False', 'RestaurantsPriceRange2': '1', 'HasTV': 'True', 'RestaurantsReservations': 'False', 'NoiseLevel': ""u'average'"", 'Ambience': ""{'touristy': None, 'hipster': None, 'romantic': None, 'divey': None, 'intimate': None, 'trendy': None, 'upscale': False, 'classy': False, 'casual': True}"", 'RestaurantsTakeOut': 'None', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': None, 'lot': False, 'valet': False}"", 'GoodForKids': 'True'}","Pizza, Restaurants, Italian","{'Monday': '11:0-22:0', 'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-23:0', 'Saturday': '11:0-23:0', 'Sunday': '15:0-22:0'}"
